FECHA DE TUESTE,FECHA DE EMPAQUE,MARCA,CANTIDAD,TOSTADOR
2023-06-11 00:00:00,2023-06-11 00:00:00,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Gesha Natural,2.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Don Victor - Maragogipe,5.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,16.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Don Reinaldo,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,3.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,5.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
14-11-23,14-11-23,Madre Laura,18.0,LFQ
14-11-23,14-11-23,Madre Laura Natural,5.0,LFQ
14-11-23,14-11-23,Don Reinaldo,10.0,LFQ
14-11-23,14-11-23,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
14-11-23,14-11-23,Wush Wush Natural,5.0,LFQ
14-11-23,14-11-23,Don Victor - Maragogipe,5.0,LFQ
14-11-23,14-11-23,Doña Liceth,5.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,3.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,8.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Don Reinaldo,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
2023-06-11 00:00:00,2023-06-11 00:00:00,Madre Laura,1.0,LFQ
15-11-23,15-11-23,Madre Laura,2.0,LFQ
15-11-23,15-11-23,Madre Laura,16.0,LFQ
15-11-23,15-11-23,Madre Laura,6.0,LFQ
15-11-23,15-11-23,Madre Laura Natural,10.0,LFQ
15-11-23,15-11-23,Gesha Honey,5.0,LFQ
15-11-23,15-11-23,Doña Rosalba,5.0,LFQ
15-11-23,15-11-23,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
15-11-23,15-11-23,Doña Liceth,2.0,LFQ
15-11-23,15-11-23,Wush Wush Natural,5.0,LFQ
15-11-23,15-11-23,Wush Wush Natural,1.0,LFQ
15-11-23,15-11-23,Doña Rosalba,1.0,LFQ
15-11-23,15-11-23,Don Victor - Maragogipe,1.0,LFQ
15-11-23,15-11-23,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
15-11-23,15-11-23,Madre Laura,1.0,LFQ
15-11-23,15-11-23,Madre Laura,1.0,LFQ
15-11-23,15-11-23,Madre Laura,6.0,LFQ
15-11-23,15-11-23,Madre Laura,5.0,LFQ
15-11-23,15-11-23,Madre Laura,5.0,LFQ
15-11-23,15-11-23,Madre Laura,1.0,LFQ
15-11-23,15-11-23,Madre Laura,5.0,LFQ
15-11-23,15-11-23,Madre Laura,1.0,LFQ
23-11-23,23-11-23,Madre Laura,18.0,LFQ
23-11-23,23-11-23,Madre Laura Natural,10.0,LFQ
23-11-23,23-11-23,Wush Wush Natural,5.0,LFQ
23-11-23,23-11-23,Don Victor - Maragogipe,5.0,LFQ
23-11-23,23-11-23,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
23-11-23,23-11-23,Doña Liceth,2.0,LFQ
23-11-23,23-11-23,Familia Bedoya Castaño,1.0,LFQ
23-11-23,23-11-23,Madre Laura,1.0,LFQ
23-11-23,23-11-23,Madre Laura,3.0,LFQ
23-11-23,23-11-23,Familia Bedoya Castaño,6.0,LFQ
23-11-23,23-11-23,Madre Laura,9.0,LFQ
23-11-23,23-11-23,Doña Liceth,1.0,LFQ
2023-06-12 00:00:00,2023-06-12 00:00:00,Madre Laura,6.0,LFQ
23-11-23,23-11-22,Madre Laura,18.0,LFQ
23-11-23,23-11-23,Doña Liceth,2.0,LFQ
23-11-23,23-11-23,Madre Laura Descafeinado,3.0,LFQ
23-11-23,23-11-23,Familia Bedoya Castaño,6.0,LFQ
23-11-23,23-11-23,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
23-11-23,23-11-23,Doña Rosalba,5.0,LFQ
23-11-23,23-11-23,Madre Laura,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,5.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Gesha Honey,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura Natural,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,2.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,15.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura Natural,15.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Don Rafael- Pink Bourbon Lavado,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Don Victor - Maragogipe,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Doña Dolly,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Doña Rosalba,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Gesha Honey,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Familia Bedoya Castaño,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Familia Gutierrez,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura Descafeinado,3.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Familia Bedoya Castaño,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Doña Liceth,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Familia Gutierrez,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Don Victor - Maragogipe,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,8.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,2.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,13.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,1.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,6.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,2.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura Natural,10.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,30.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,80.0,LFQ
2023-05-12 00:00:00,2023-05-12 00:00:00,Madre Laura,2.0,LFQ
2023-10-12 00:00:00,2023-10-12 00:00:00,Madre Laura,1.0,LFQ
2023-10-12 00:00:00,2023-10-12 00:00:00,Madre Laura,2.0,LFQ
2023-10-12 00:00:00,2023-10-12 00:00:00,Madre Laura,1.0,LFQ
2023-10-12 00:00:00,2023-10-12 00:00:00,Madre Laura,1.0,LFQ
20-12-23,20-12-23,Madre Laura,18.0,LFQ
20-12-23,20-12-23,Madre Laura Natural,10.0,LFQ
20-12-23,20-12-23,Familia Bedoya Castaño,5.0,LFQ
20-12-23,20-12-23,Doña Rosalba,5.0,LFQ
20-12-23,20-12-23,Familia Gutierrez,5.0,LFQ
20-12-23,20-12-23,Doña Liceth,1.0,LFQ
20-12-23,20-12-23,Familia Bedoya Castaño,1.0,LFQ
22-12-23,22-12-23,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
22-12-23,22-12-23,Madre Laura,4.0,LFQ
22-12-23,22-12-23,Madre Laura,2.0,LFQ
26-12-23,26-12-23,Madre Laura,5.0,LFQ
26-12-23,26-12-23,Madre Laura,80.0,LFQ
26-12-23,26-12-23,Tabi Natural,4.0,LFQ
26-12-23,26-12-23,Madre Laura,1.0,LFQ
26-12-23,26-12-23,Madre Laura,6.0,LFQ
26-12-23,26-12-23,Madre Laura,1.0,LFQ
26-12-23,26-12-23,Madre Laura,15.0,LFQ
26-12-23,26-12-23,Madre Laura,16.0,LFQ
26-12-23,26-12-23,Madre Laura Natural,5.0,LFQ
26-12-23,26-12-23,Doña Rosalba,5.0,LFQ
26-12-23,26-12-23,Doña Liceth,2.0,LFQ
26-12-23,26-12-23,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
26-12-23,26-12-23,Don Victor - Maragogipe,1.0,LFQ
26-12-23,26-12-23,Wush Wush Natural,1.0,LFQ
26-12-23,26-12-23,Doña Rosalba,1.0,LFQ
26-12-23,26-12-23,Madre Laura,2.0,LFQ
26-12-23,26-12-23,Madre Laura,1.0,LFQ
26-12-23,26-12-23,Madre Laura,2.0,LFQ
26-12-23,26-12-23,Madre Laura,6.0,LFQ
26-12-23,26-12-23,Madre Laura,3.0,LFQ
26-12-23,26-12-23,Madre Laura,1.0,LFQ
26-12-23,26-12-23,Madre Laura,1.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,30.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,6.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,2.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,2.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,2.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,8.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,2.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Doña Liceth,2.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,25.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura Natural,5.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Familia Bedoya Castaño,5.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Wush Wush Natural,5.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Doña Dolly,5.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Doña Rosalba,5.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,8.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura,1.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Tabi Natural,16.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura Natural,1.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura Natural,2.0,LFQ
2024-09-01 00:00:00,2024-09-01 00:00:00,Madre Laura Natural,3.0,LFQ
15-1-24,15-1-24,Madre Laura Natural,2.0,LFQ
15-1-24,15-1-24,Madre Laura,15.0,LFQ
15-1-24,15-1-24,Doña Liceth,2.0,LFQ
15-1-24,15-1-24,Madre Laura Natural,10.0,LFQ
15-1-24,15-1-24,Familia Bedoya Castaño,10.0,LFQ
15-1-24,15-1-24,Familia Gutierrez,5.0,LFQ
15-1-24,15-1-24,Don Victor - Maragogipe,5.0,LFQ
15-1-24,15-1-24,Gesha Honey,5.0,LFQ
15-1-24,15-1-24,Doña Rosalba,5.0,LFQ
15-1-24,15-1-24,Madre Laura,3.0,LFQ
15-1-24,15-1-24,Madre Laura,2.0,LFQ
15-1-24,15-1-24,Madre Laura,1.0,LFQ
15-1-24,15-1-24,Madre Laura,3.0,LFQ
15-1-24,15-1-24,Madre Laura,2.0,LFQ
15-1-24,15-1-24,Madre Laura,2.0,LFQ
15-1-24,15-1-24,Madre Laura,4.0,LFQ
15-1-24,15-1-24,Madre Laura,5.0,LFQ
15-1-24,15-1-24,Madre Laura,2.0,LFQ
21-1-24,21-1-24,Madre Laura,3.0,LFQ
21-1-24,21-1-24,Madre Laura,2.0,LFQ
21-1-24,21-1-24,Madre Laura,64.0,LFQ
21-1-24,21-1-24,Madre Laura,1.0,LFQ
21-1-24,21-1-24,Madre Laura,1.0,LFQ
21-1-24,21-1-24,Madre Laura,20.0,LFQ
21-1-24,21-1-24,Doña Dolly,5.0,LFQ
21-1-24,21-1-24,Doña Rosalba,5.0,LFQ
21-1-24,21-1-24,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
21-1-24,21-1-24,Don Victor - Maragogipe,5.0,LFQ
21-1-24,21-1-24,Wush Wush Natural,5.0,LFQ
21-1-24,21-1-24,Familia Bedoya Castaño,14.0,LFQ
21-1-24,21-1-24,Doña Liceth,2.0,LFQ
21-1-24,21-1-24,Familia Bedoya Castaño,1.0,LFQ
21-1-24,21-1-24,Madre Laura,2.0,LFQ
21-1-24,21-1-24,Madre Laura,3.0,LFQ
21-1-24,21-1-24,Madre Laura,1.0,LFQ
21-1-24,21-1-24,Madre Laura,3.0,LFQ
29-1-24,29-1-24,Madre Laura Natural,1.0,LFQ
21-1-24,21-1-24,Madre Laura,1.0,LFQ
21-1-24,21-1-24,Madre Laura,5.0,LFQ
21-1-24,21-1-24,Madre Laura,2.0,LFQ
21-1-24,21-1-24,Madre Laura,2.0,LFQ
21-1-24,21-1-24,Madre Laura,2.0,LFQ
21-1-24,21-1-24,Madre Laura,3.0,LFQ
21-1-24,21-1-24,Madre Laura,4.0,LFQ
30-1-24,30-1-24,Madre Laura,3.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,10.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura Natural,10.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,20.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Doña Dolly,5.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Don Johan,5.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Doña Liceth,2.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,4.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,2.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,5.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,1.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,1.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,1.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,1.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,5.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,2.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,2.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,3.0,LFQ
2024-03-02 00:00:00,2024-03-02 00:00:00,Madre Laura,2.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura,10.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura Natural,10.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Doña Dolly,5.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Don Johan,5.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Don Victor - Maragogipe,5.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Familia Gutierrez,5.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Familia Vergara,2.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura,8.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Doña Liceth,2.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Familia Bedoya Castaño,1.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Don Johan,1.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Don Victor - Maragogipe,1.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Familia Gutierrez,1.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Familia Vergara,1.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura,3.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura,2.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura,5.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Don Victor - Maragogipe,1.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Don Rafael- Pink Bourbon Lavado,4.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura,8.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura,60.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Tabi Natural,40.0,LFQ
2024-10-02 00:00:00,2024-10-02 00:00:00,Madre Laura,1.0,LFQ
17-2-24,17-2-24,Madre Laura,2.0,LFQ
17-2-24,17-2-24,Madre Laura,2.0,LFQ
17-2-24,17-2-24,Madre Laura,3.0,LFQ
17-2-24,17-2-24,Madre Laura,5.0,LFQ
17-2-24,17-2-24,Madre Laura,1.0,LFQ
17-2-24,17-2-24,Madre Laura,2.0,LFQ
23-2-24,23-2-24,Madre Laura,10.0,LFQ
23-2-24,23-2-24,Madre Laura Natural,5.0,LFQ
23-2-24,23-2-24,Doña Dolly,10.0,LFQ
23-2-24,23-2-24,Don Johan,5.0,LFQ
23-2-24,23-2-24,Don Victor - Maragogipe,5.0,LFQ
23-2-24,23-2-24,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
23-2-24,23-2-24,Familia Gutierrez,1.0,LFQ
23-2-24,23-2-24,Familia Vergara,5.0,LFQ
23-2-24,23-2-24,Madre Laura,12.0,LFQ
23-2-24,23-2-24,Doña Liceth,2.0,LFQ
17-2-24,17-2-24,Madre Laura,3.0,LFQ
17-2-24,17-2-24,Madre Laura,1.0,LFQ
17-2-24,17-2-24,Madre Laura,5.0,LFQ
23-2-24,23-2-24,Madre Laura,10.0,LFQ
23-2-24,23-2-24,Madre Laura Natural,5.0,LFQ
23-2-24,23-2-24,Don Felix,10.0,LFQ
23-2-24,23-2-24,Don Johan,5.0,LFQ
23-2-24,23-2-24,Don Victor - Maragogipe,5.0,LFQ
23-2-24,23-2-24,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
23-2-24,23-2-24,Familia Vergara,13.0,LFQ
23-2-24,23-2-24,Madre Laura,12.0,LFQ
23-2-24,23-2-24,Gesha Honey,4.0,LFQ
23-2-24,23-2-24,Madre Laura,1.0,LFQ
23-2-24,23-2-24,Madre Laura,2.0,LFQ
23-2-24,23-2-24,Madre Laura,2.0,LFQ
23-2-24,23-2-24,Madre Laura,1.0,LFQ
23-2-24,23-2-24,Madre Laura,2.0,LFQ
23-2-24,23-2-24,Madre Laura,5.0,LFQ
2024-02-03 00:00:00,2024-02-03 00:00:00,Madre Laura,4.0,LFQ
23-2-24,23-2-24,Madre Laura,4.0,LFQ
2024-02-03 00:00:00,2024-02-03 00:00:00,Madre Laura,3.0,LFQ
23-2-24,23-2-24,Madre Laura,5.0,LFQ
23-2-24,23-2-24,Madre Laura,2.0,LFQ
23-2-24,23-2-24,Madre Laura,1.0,LFQ
23-2-24,23-2-24,Madre Laura,1.0,LFQ
23-2-24,23-2-24,Madre Laura,1.0,LFQ
23-2-24,23-2-24,Madre Laura,10.0,LFQ
23-2-24,23-2-24,Madre Laura,10.0,LFQ
23-2-24,23-2-24,Madre Laura Natural,5.0,LFQ
23-2-24,23-2-24,Don Felix,10.0,LFQ
23-2-24,23-2-24,Don Victor - Maragogipe,5.0,LFQ
23-2-24,23-2-24,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
23-2-24,23-2-24,Familia Vergara,5.0,LFQ
23-2-24,23-2-24,Familia Gutierrez,5.0,LFQ
23-2-24,23-2-24,Familia Vergara,1.0,LFQ
23-2-24,23-2-24,Familia Gutierrez,1.0,LFQ
23-2-24,23-2-24,Madre Laura,3.0,LFQ
23-2-24,23-2-24,Madre Laura,2.0,LFQ
23-2-24,23-2-24,Don Rafael- Pink Bourbon Lavado,1.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Madre Laura,10.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Madre Laura,2.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Madre Laura,10.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Madre Laura Natural,10.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Familia Vergara,5.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Familia Gutierrez,5.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Don Johan,5.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Don Felix,10.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Don Rafael- Pink Bourbon Lavado,2.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Madre Laura Natural,1.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Madre Laura,12.0,LFQ
2024-08-03 00:00:00,2024-08-03 00:00:00,Madre Laura,3.0,LFQ
14-3-24,14-3-24,Madre Laura,3.0,LFQ
14-3-24,14-3-24,Madre Laura,4.0,LFQ
14-3-24,14-3-24,Familia Vergara,1.0,LFQ
14-3-24,14-3-24,Madre Laura,2.0,LFQ
14-3-24,14-3-24,Madre Laura,1.0,LFQ
14-3-24,14-3-24,Madre Laura,5.0,LFQ
14-3-24,14-3-24,Madre Laura,3.0,LFQ
14-3-24,14-3-24,Madre Laura,2.0,LFQ
14-3-24,14-3-24,Madre Laura,1.0,LFQ
14-3-24,14-3-24,Madre Laura,1.0,LFQ
14-3-24,14-3-24,Madre Laura,1.0,LFQ
21-3-24,21-3-24,Madre Laura,8.0,LFQ
14-3-24,14-3-24,Madre Laura,25.0,LFQ
14-3-24,14-3-24,Madre Laura Natural,20.0,LFQ
14-3-24,14-3-24,Don Felix,20.0,LFQ
14-3-24,14-3-24,Familia Gutierrez,15.0,LFQ
14-3-24,14-3-24,Familia Vergara,15.0,LFQ
14-3-24,14-3-24,Don Johan,10.0,LFQ
14-3-24,14-3-24,Don Victor - Maragogipe,10.0,LFQ
14-3-24,14-3-24,Don Rafael- Pink Bourbon Lavado,10.0,LFQ
14-3-24,14-3-24,Madre Laura,20.0,LFQ
14-3-24,14-3-24,Don Rafael- Pink Bourbon Lavado,2.0,LFQ
14-3-24,14-3-24,Familia Gutierrez,1.0,LFQ
14-3-24,14-3-24,Familia Vergara,1.0,LFQ
14-3-24,14-3-24,Don Johan,1.0,LFQ
14-3-24,14-3-24,Don Victor - Maragogipe,1.0,LFQ
14-3-24,14-3-24,Madre Laura,1.0,LFQ
14-3-24,14-3-24,Madre Laura,1.0,LFQ
14-3-24,14-3-24,Madre Laura,1.0,LFQ
14-3-24,14-3-24,Madre Laura,1.0,LFQ
18-3-24,18-3-24,Madre Laura,5.0,LFQ
18-3-24,18-3-24,Madre Laura,3.0,LFQ
18-3-24,18-3-24,Madre Laura,2.0,LFQ
18-3-24,18-3-24,Madre Laura,3.0,LFQ
23-3-24,23-3-24,Familia Vergara,1.0,LFQ
23-3-24,23-3-24,Don Victor - Maragogipe,1.0,LFQ
23-3-24,23-3-24,Madre Laura Lavado,6.0,LFQ
23-3-24,23-3-24,Don Victor - Maragogipe,7.0,LFQ
23-3-24,23-3-24,Don Rafael- Pink Bourbon Lavado,6.0,LFQ
23-3-24,23-3-24,Madre Laura Lavado,5.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura Lavado,4.0,LFQ
23-3-24,23-3-24,Madre Laura Lavado,2.0,LFQ
23-3-24,23-3-24,Madre Laura Lavado,6.0,LFQ
23-3-24,23-3-24,Madre Laura Lavado,2.0,LFQ
23-3-24,23-3-24,Don Felix,5.0,LFQ
23-3-24,23-3-24,Don Victor - Maragogipe,1.0,LFQ
23-3-24,23-3-24,Don Rafael- Pink Bourbon Lavado,2.0,LFQ
23-3-24,23-3-24,Familia Vergara,1.0,LFQ
23-3-24,23-3-24,Familia Gutierrez,1.0,LFQ
23-3-24,23-3-24,Madre Laura Lavado,1.0,LFQ
23-3-24,23-3-24,Madre Laura Lavado,3.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura Lavado,1.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura Lavado,1.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura Lavado,1.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura Lavado,2.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura Lavado,3.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura Lavado,5.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura Lavado,1.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura,10.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Don Felix,10.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Don Rafael- Pink Bourbon Lavado,3.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Familia Gutierrez,1.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Familia Vergara,1.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura,8.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura,1.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura,2.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Don Victor - Maragogipe,5.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura,10.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Don Felix,5.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Don Rafael- Pink Bourbon Lavado,5.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Don Rafael- Pink Bourbon Lavado,2.0,LFQ
2024-03-04 00:00:00,2024-03-04 00:00:00,Madre Laura,8.0,LFQ
