Fecha,Lote,Origen,Variedad,Proceso,Beneficio,Peso en Verde,Merma,Peso en Tostado,Perfil,Tiempo de tueste,Tostador,Temp. Inicio,Temp. Final
22-3-24,02-220124,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,494,LFQ,175.0,191.0
22-3-24,01-220124,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,538,LFQ,180.0,193.0
22-3-24,20-130224,Acevedo,Bourbon Sidra,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,469,LFQ,170.0,190.0
22-3-24,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,6.0,16.66666667,5.0,Espresso,489,LFQ,170.0,190.0
22-3-24,15-080923,Aipe,Maragogipe,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,514,LFQ,170.0,189.0
22-3-24,19-130224,Herrera,Gesha,Natural,Natural,6.0,16.66666667,5.0,Filtrado,469,LFQ,170.0,190.0
22-3-24,18-221223,Rioblanco,Caturra,Lavado,Lavado,3.0,20.0,2.4,Filtrado,541,LFQ,170.0,190.0
22-3-24,07-200224,Jerico,Dos mil,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,496,LFQ,175.0,191.0
2024-03-04 00:00:00,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,6.0,16.66666667,5.0,Espresso,489,LFQ,170.0,190.0
2024-03-04 00:00:00,01-220124,Jerico,Dos mil,Tradicional,Lavado,48.0,16.66666667,40.0,Filtrado,538,LFQ,180.0,193.0
2024-12-04 00:00:00,15-080923,Aipe,Maragogipe,Lavado,Lavado,2.0,15.0,1.7,Filtrado,514,LFQ,170.0,189.0
2024-12-04 00:00:00,01-120424,Jerico,Dos mil,Tradicional,Lavado,66.0,16.66666667,55.0,Filtrado,538,LFQ,180.0,193.0
15-4-24,20-130224,Acevedo,Bourbon Sidra,Lavado,Lavado,3.0,20.0,2.4,Filtrado,469,LFQ,170.0,190.0
15-4-24,19-130224,Herrera,Gesha,Natural,Natural,3.0,20.0,2.4,Filtrado,469,LFQ,170.0,190.0
17-4-24,21-130224,Planadas,Red Bourbon,Honey,Honey,3.0,16.66666667,2.5,Filtrado,483,LFQ,175.0,191.0
17-4-24,18-221223,Rioblanco,Caturra,Lavado,Lavado,3.0,20.0,2.4,Filtrado,541,LFQ,170.0,190.0
17-4-24,02-220124,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,494,LFQ,175.0,191.0
17-4-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,538,LFQ,180.0,193.0
17-4-24,05-070424,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,496,LFQ,175.0,191.0
17-4-24,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,489,LFQ,170.0,190.0
22-4-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,96.0,16.66666667,80.0,Filtrado,538,LFQ,180.0,193.0
22-4-24,02-220124,Jerico,Dos mil,Natural,Natural,42.0,16.66666667,35.0,Filtrado,494,LFQ,175.0,191.0
22-4-24,20-130224,Acevedo,Bourbon Sidra,Lavado,Lavado,3.6,16.66666667,3.0,Filtrado,469,LFQ,170.0,190.0
22-4-24,19-130224,Herrera,Gesha,Natural,Natural,3.0,16.66666667,2.5,Filtrado,469,LFQ,170.0,190.0
22-4-24,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,12.0,16.66666667,10.0,Filtrado,489,LFQ,170.0,190.0
22-4-24,18-221223,Rioblanco,Caturra,Lavado,Lavado,3.0,20.0,2.4,Filtrado,541,LFQ,170.0,190.0
2024-03-05 00:00:00,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,3.0,20.0,2.4,Filtrado,489,LFQ,170.0,190.0
2024-03-05 00:00:00,01-120424,Jerico,Dos mil,Tradicional,Lavado,9.0,16.66666667,7.5,Filtrado,538,LFQ,180.0,193.0
2024-03-05 00:00:00,02-220124,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,494,LFQ,175.0,191.0
2024-06-05 00:00:00,01-120424,Jerico,Dos mil,Tradicional,Lavado,192.0,16.66666667,160.0,Filtrado,538,LFQ,180.0,193.0
2024-06-05 00:00:00,02-220124,Jerico,Dos mil,Natural,Natural,15.0,20.0,12.0,Filtrado,494,LFQ,175.0,191.0
2024-06-05 00:00:00,21-130224,Planadas,Red Bourbon,Honey,Honey,3.0,16.66666667,2.5,Filtrado,483,LFQ,175.0,191.0
17-5-24,05-070424,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,496,LFQ,175.0,191.0
17-5-24,02-220124,Jerico,Dos mil,Natural,Natural,3.0,16.66666667,2.5,Filtrado,494,LFQ,175.0,191.0
17-5-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,66.0,16.66666667,55.0,Filtrado,538,LFQ,180.0,193.0
17-5-24,20-140524,Acevedo,Bourbon Sidra,Lavado,Lavado,3.0,16.66666667,2.5,Filtrado,469,LFQ,170.0,190.0
17-5-24,19-130224,Herrera,Gesha,Natural,Natural,3.0,16.66666667,2.5,Filtrado,469,LFQ,170.0,190.0
17-5-24,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,6.0,16.66666667,5.0,Filtrado,489,LFQ,170.0,190.0
17-5-24,18-221223,Rioblanco,Caturra,Lavado,Lavado,1.24,19.35483871,1.0,Filtrado,541,LFQ,170.0,190.0
17-5-24,21-130224,Planadas,Red Bourbon,Honey,Honey,1.24,19.35483871,1.0,Filtrado,483,LFQ,175.0,191.0
21-5-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,51.0,16.66666667,42.5,Filtrado,538,LFQ,180.0,193.0
21-5-24,21-130224,Planadas,Red Bourbon,Honey,Honey,6.0,16.66666667,5.0,Filtrado,483,LFQ,175.0,191.0
21-5-24,05-070424,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,496,LFQ,175.0,191.0
21-5-24,20-140524,Acevedo,Bourbon Sidra,Lavado,Lavado,3.0,20.0,2.4,Filtrado,469,LFQ,170.0,190.0
21-5-24,19-130224,Herrera,Gesha,Natural,Natural,3.0,20.0,2.4,Filtrado,469,LFQ,170.0,190.0
29-5-24,02-220124,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,494,LFQ,175.0,191.0
29-5-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,42.0,16.66666667,35.0,Filtrado,538,LFQ,180.0,193.0
29-5-24,21-130224,Planadas,Red Bourbon,Honey,Honey,9.0,16.66666667,7.5,Filtrado,483,LFQ,175.0,191.0
29-5-24,05-070424,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,496,LFQ,175.0,191.0
29-5-24,20-140524,Acevedo,Bourbon Sidra,Lavado,Lavado,3.0,20.0,2.4,Filtrado,469,LFQ,170.0,190.0
29-5-24,19-130224,Herrera,Gesha,Natural,Natural,3.0,20.0,2.4,Filtrado,469,LFQ,170.0,190.0
29-5-24,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,12.0,16.66666667,10.0,Filtrado,489,LFQ,170.0,190.0
2024-05-06 00:00:00,01-120424,Jerico,Dos mil,Tradicional,Lavado,57.0,16.66666667,47.5,Filtrado,538,LFQ,180.0,193.0
2024-12-06 00:00:00,01-120424,Jerico,Dos mil,Tradicional,Lavado,156.0,16.66666667,130.0,Filtrado,538,LFQ,180.0,193.0
2024-12-06 00:00:00,21-130224,Planadas,Red Bourbon,Honey,Honey,9.0,16.66666667,7.5,Filtrado,489,LFQ,170.0,190.0
2024-12-06 00:00:00,05-070424,Jerico,Dos mil,Tradicional,Lavado,12.0,16.66666667,10.0,Filtrado,541,LFQ,170.0,190.0
2024-12-06 00:00:00,02-220124,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,483,LFQ,175.0,191.0
18-6-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,102.0,16.66666667,85.0,Filtrado,538,LFQ,180.0,193.0
18-6-24,21-130224,Planadas,Red Bourbon,Honey,Honey,3.0,16.66666667,2.5,Filtrado,489,LFQ,170.0,190.0
18-6-24,05-070424,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,541,LFQ,170.0,190.0
18-6-24,02-220124,Jerico,Dos mil,Natural,Natural,3.0,16.66666667,2.5,Filtrado,483,LFQ,175.0,191.0
18-6-24,06-201023,Chaparral,Pink Bourbon,Lavado,Lavado,12.0,16.66666667,10.0,Filtrado,489,LFQ,170.0,190.0
18-6-24,22-170624,Salento,Caturron,Natural,Natural,1.2,16.66666667,1.0,Filtrado,481,LFQ,175.0,189.0
20-6-24,20-140524,Acevedo,Bourbon Sidra,Lavado,Lavado,3.8,21.05263158,3.0,Filtrado,469,LFQ,170.0,190.0
20-6-24,22-170624,Salento,Caturron,Natural,Natural,2.0,15.0,1.7,Filtrado,481,LFQ,175.0,189.0
20-6-24,02-220124,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,483,LFQ,175.0,191.0
20-6-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,30.0,16.66666667,25.0,Filtrado,538,LFQ,180.0,193.0
2024-04-07 00:00:00,01-030724,Jerico,Dos mil,Tradicional,Lavado,66.0,16.66666667,55.0,Filtrado,538,LFQ,180.0,193.0
2024-04-07 00:00:00,20-140524,Acevedo,Bourbon Sidra,Lavado,Lavado,8.0,18.75,6.5,Filtrado,469,LFQ,170.0,190.0
2024-04-07 00:00:00,22-170624,Salento,Caturron,Natural,Natural,5.1,17.64705882,4.2,Filtrado,481,LFQ,175.0,189.0
2024-04-07 00:00:00,21-130224,Planadas,Red Bourbon,Honey,Honey,6.0,16.66666667,5.0,Filtrado,489,LFQ,170.0,190.0
15-7-24,23-150724,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,501,LFQ,175.0,191.0
15-7-24,20-140524,Acevedo,Bourbon Sidra,Lavado,Lavado,3.0,16.66666667,2.5,Filtrado,469,LFQ,170.0,190.0
15-7-24,22-170624,Salento,Caturron,Natural,Natural,3.0,16.66666667,2.5,Filtrado,481,LFQ,175.0,189.0
15-7-24,02-220124,Jerico,Dos mil,Natural,Natural,3.0,16.66666667,2.5,Filtrado,483,LFQ,175.0,191.0
15-7-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,36.0,16.66666667,30.0,Filtrado,538,LFQ,180.0,193.0
15-7-24,08-140524,Jerico,Gesha,Honey,Honey,2.0,15.0,1.7,Filtrado,490,LFQ,175.0,191.0
15-7-24,21-130224,Planadas,Red Bourbon,Honey,Honey,3.0,16.66666667,2.5,Filtrado,489,LFQ,170.0,190.0
24-7-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,42.0,16.66666667,35.0,Filtrado,538,LFQ,180.0,193.0
25-7-24,02-220124,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,483,LFQ,175.0,191.0
25-7-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,538,LFQ,180.0,193.0
25-7-24,08-140524,Jerico,Gesha,Honey,Honey,2.0,15.0,1.7,Filtrado,490,LFQ,175.0,191.0
29-7-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,30.0,16.66666667,25.0,Filtrado,538,LFQ,180.0,193.0
29-7-24,08-140524,Jerico,Gesha,Honey,Honey,1.6,15.0,1.36,Filtrado,490,LFQ,175.0,191.0
31-7-24,17-270724,Quimbaya,Red Bourbon,Tradicional,Lavado,3.2,15.625,2.7,Filtrado,481,LFQ,170.0,189.0
2024-01-08 00:00:00,01-120424,Jerico,Dos mil,Tradicional,Lavado,70.0,14.28571429,60.0,Filtrado,538,LFQ,180.0,193.0
2024-01-08 00:00:00,08-140524,Jerico,Gesha,Honey,Honey,3.0,16.66666667,2.5,Filtrado,490,LFQ,175.0,191.0
2024-01-08 00:00:00,17-270724,Quimbaya,Red Bourbon,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,481,LFQ,170.0,189.0
2024-01-08 00:00:00,02-220124,Jerico,Dos mil,Natural,Natural,3.0,16.66666667,2.5,Filtrado,483,LFQ,175.0,191.0
2024-06-08 00:00:00,17-270724,Quimbaya,Red Bourbon,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,481,LFQ,170.0,189.0
2024-06-08 00:00:00,01-120424,Jerico,Dos mil,Tradicional,Lavado,6.0,16.66666667,5.0,Filtrado,538,LFQ,180.0,193.0
2024-06-08 00:00:00,08-140524,Jerico,Gesha,Honey,Honey,3.0,16.66666667,2.5,Filtrado,490,LFQ,175.0,191.0
2024-06-08 00:00:00,22-170624,Salento,Caturron,Natural,Natural,3.0,16.66666667,2.5,Filtrado,481,LFQ,175.0,189.0
2024-06-08 00:00:00,21-130224,Planadas,Red Bourbon,Honey,Honey,3.0,16.66666667,2.5,Filtrado,489,LFQ,170.0,190.0
2024-06-08 00:00:00,23-150724,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,501,LFQ,175.0,191.0
13-8-24,02-220124,Jerico,Dos mil,Natural,Natural,6.0,16.66666667,5.0,Filtrado,483,LFQ,175.0,191.0
13-8-24,17-270724,Quimbaya,Red Bourbon,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,481,LFQ,170.0,189.0
13-8-24,01-120424,Jerico,Dos mil,Tradicional,Lavado,54.0,16.66666667,45.0,Filtrado,538,LFQ,180.0,193.0
13-8-24,08-140524,Jerico,Gesha,Honey,Honey,3.0,16.66666667,2.5,Filtrado,490,LFQ,175.0,191.0
13-8-24,22-170624,Salento,Caturron,Natural,Natural,3.0,16.66666667,2.5,Filtrado,481,LFQ,175.0,189.0
13-8-24,21-130224,Planadas,Red Bourbon,Honey,Honey,3.0,16.66666667,2.5,Filtrado,489,LFQ,170.0,190.0
13-8-24,23-150724,Jerico,Dos mil,Tradicional,Lavado,3.0,16.66666667,2.5,Filtrado,501,LFQ,175.0,191.0
